"1,1,1,2-Tetrafluoroethane",hasSymptom,Chilles
"1,1,1,2-Tetrafluoroethane",hasSymptom,High Body Temp
"1,1,1,2-Tetrafluoroethane",hasSymptom,Low Body Temp
"1,1,1,2-Tetrafluoroethane",hasSymptom,Shivering
"1,1,1,2-Tetrafluoroethane",hasSymptom,Agitation
"1,1,1,2-Tetrafluoroethane",hasSymptom,Headaches
"1,1,1,2-Tetrafluoroethane",hasSymptom,Lower Mentatl State
"1,1,1,2-Tetrafluoroethane",hasSymptom,Hearing Loss
"1,1,1,2-Tetrafluoroethane",hasSymptom,Tinnitus
"1,1,1,2-Tetrafluoroethane",hasSymptom,Eye irritation/redness
"1,1,1,2-Tetrafluoroethane",hasSymptom,Nosal Irritation
"1,1,1,2-Tetrafluoroethane",hasSymptom,Mouth irritation
"1,1,1,2-Tetrafluoroethane",hasSymptom,Throat irritation
"1,1,1,2-Tetrafluoroethane",hasSymptom,Arrythmia
"1,1,1,2-Tetrafluoroethane",hasSymptom,Bradycardia
"1,1,1,2-Tetrafluoroethane",hasSymptom,Hypoxia/Cyanosis
"1,1,1,2-Tetrafluoroethane",hasSymptom,Tachycardia
"1,1,1,2-Tetrafluoroethane",hasSymptom,Hypoxia/cyanosis
"1,1,1,2-Tetrafluoroethane",hasSymptom,Irregular Breathing
"1,1,1,2-Tetrafluoroethane",hasSymptom,Pulmonary Edema
"1,1,1,2-Tetrafluoroethane",hasSymptom,Shortness of Breathing
"1,1,1,2-Tetrafluoroethane",hasSymptom,Slow Breathing
"1,1,1,2-Tetrafluoroethane",hasSymptom,Nausea
"1,1,1,2-Tetrafluoroethane",hasSymptom,Vomiting
"1,1,1,2-Tetrafluoroethane",hasSymptom,Frostbite
"1,1,1-Trichloroethane",hasSymptom,Chilles
"1,1,1-Trichloroethane",hasSymptom,High Body Temp
"1,1,1-Trichloroethane",hasSymptom,Low Body Temp
"1,1,1-Trichloroethane",hasSymptom,Shivering
"1,1,1-Trichloroethane",hasSymptom,Agitation
"1,1,1-Trichloroethane",hasSymptom,Dizziness
"1,1,1-Trichloroethane",hasSymptom,drowsiness
"1,1,1-Trichloroethane",hasSymptom,fatigue/weakness
"1,1,1-Trichloroethane",hasSymptom,Headaches
"1,1,1-Trichloroethane",hasSymptom,Lack of coordination
